iter	RMSE
191	0.1851671665
192	0.1840081322
193	0.1827585364
194	0.1811324137
195	0.1796961065
196	0.17856814
197	0.1769458836
198	0.1754651628
199	0.1741563414
200	0.173071267
201	0.1716328511
202	0.1703700694
203	0.1692129078
204	0.1679654056
205	0.1665491614
206	0.1653974543
207	0.1643972718
208	0.163315934
209	0.1621426151
210	0.1607276223
211	0.1595524214
212	0.1582304594
213	0.1570915215
214	0.1560182413
215	0.1549425461
216	0.1538755365
217	0.1527580105
218	0.1516831907
219	0.1503691087
220	0.1490841468
221	0.1480411847
222	0.1469740117
223	0.1459208356
224	0.1450519159
225	0.1439973819
226	0.1431440431
227	0.1420209983
228	0.1409506809
229	0.1400247511
230	0.1389304132
231	0.1378516093
232	0.1369361719
233	0.1358944883
234	0.135114321
235	0.1340876642
236	0.1330826876
237	0.1323248835
238	0.1312162546
239	0.1303508702
240	0.1294816062
241	0.1286686006
242	0.1277485522
243	0.1269177063
244	0.1260489098
245	0.1250284064
246	0.124219646
247	0.1233931238
248	0.1226516486
249	0.1218315518
250	0.1210006152
251	0.1200613375
252	0.1193432544
253	0.1185723486
254	0.1177674325
255	0.1169024901
256	0.1161080172
257	0.1153931645
258	0.1146862847
259	0.1139042061
260	0.1130073351
261	0.1123270259
262	0.1115476708
263	0.1108682172
264	0.1101225089
265	0.1093217998
266	0.1086783859
267	0.1080410193
268	0.1073308726
269	0.106674544
270	0.1058723809
271	0.1051901911
272	0.1045793178
273	0.103953004
274	0.1031962682
275	0.1023978848
276	0.1018201954
277	0.1010353265
278	0.1004534361
279	0.09987704784
280	0.09930611102
281	0.0986351912
282	0.09808145837
283	0.09733104071
284	0.09671096604
285	0.09597350445
286	0.09536351253
287	0.09468451227
288	0.09408430019
289	0.09338758101
290	0.09267900293
291	0.09215457588
292	0.09164244008
293	0.09095059751
294	0.09041461025
295	0.08973423535
296	0.08906108296
297	0.08842825454
298	0.0878493752
299	0.08720906261
300	0.08671995342
301	0.08613953543
302	0.08561880226
303	0.08499770442
304	0.08449463495
305	0.08386582851
306	0.08330625677
307	0.0827045096
308	0.08217515255
309	0.08166742583
310	0.08107958553
311	0.08052932933
312	0.08001589573
313	0.07944189027
314	0.07893681037
315	0.0785073939
316	0.07794614415
317	0.07739007435
318	0.0769001849
319	0.07644241865
320	0.07596009791
321	0.07548172273
322	0.07503459332
323	0.07456361215
324	0.07403556933
325	0.07357223838
326	0.07311269805
327	0.07265691706
328	0.07214493094
329	0.071696551
330	0.07125183876
331	0.07081076411
332	0.07031431594
333	0.06988040219
334	0.06945003776
335	0.06902319368
336	0.0685998413
337	0.06817995221
338	0.0677634983
339	0.06729232205
340	0.06688263291
341	0.06647629625
342	0.06607328498
343	0.06567357231
344	0.06527713169
345	0.06488393683
346	0.0644939617
347	0.06404985588
348	0.06366622301
349	0.06328573304
350	0.06278667293
351	0.06241288529
352	0.06203999575
353	0.06155574027
354	0.06119107596
355	0.06083027606
356	0.06047329797
357	0.06000831742
358	0.05965921604
359	0.05920475485
360	0.05875662617
361	0.0584191687
362	0.05798117827
363	0.05765115098
364	0.05722307025
365	0.05690030735
366	0.05658096645
367	0.0562650106
368	0.05595240334
369	0.05554496239
370	0.05514320976
371	0.05484103313
372	0.05454206303
373	0.05415286611
374	0.0537691101
375	0.05348011381
376	0.05319418925
377	0.05291130378
378	0.05263142514
379	0.05226619527
380	0.05190608335
381	0.05155102034
382	0.05128363466
383	0.05101910026
384	0.05067516904
385	0.05041648967
386	0.05008038507
387	0.04982743511
388	0.04952790257
389	0.04928012777
390	0.04903500641
391	0.04874417952
392	0.0484570882
393	0.04816621652
394	0.0479305661
395	0.04765173942
396	0.04736859775
397	0.04708884429
398	0.04681243813
399	0.04645467674
400	0.04610256537
401	0.0458336782
402	0.04548918502
403	0.04522821068
404	0.0449666581
405	0.04463142539
406	0.04430146482
407	0.04404700556
408	0.04372416917
409	0.04347468675
410	0.04322840215
411	0.04291423823
412	0.04261358404
413	0.04237306989
414	0.04206906605
415	0.04177843162
416	0.04148247871
417	0.04125053159
418	0.04096958652
419	0.04074242723
420	0.04045758481
421	0.04023395291
422	0.03995525643
423	0.03969447931
424	0.03943082242
425	0.03917583746
426	0.03896202076
427	0.03871191972
428	0.03850042274
429	0.03824974252
430	0.03800648347
431	0.03776623051
432	0.03752894175
433	0.03729457601
434	0.03709518703
435	0.03687455416
436	0.03664607808
437	0.03642042116
438	0.03619754445
439	0.03600660125
440	0.03578802967
441	0.03557215025
442	0.03535892607
443	0.03514832082
444	0.03494029881
445	0.03473490595
446	0.03455509422
447	0.0343523724
448	0.0341313435
449	0.03393305247
450	0.03375962716
451	0.0335447499
452	0.03335219646
453	0.03318355189
454	0.03297463996
455	0.03276854605
456	0.03256107145
457	0.03237702395
458	0.03217691278
459	0.03200068604
460	0.03182688784
461	0.03165548562
462	0.03145778499
463	0.03128992387
464	0.03112437861
465	0.03097155998
466	0.03081092004
467	0.03066156858
468	0.03048088682
469	0.03030317577
470	0.03015014853
471	0.02997727456
472	0.02982099804
473	0.02964974607
474	0.0295035916
475	0.0293385303
476	0.02918890354
477	0.02904783806
478	0.02888866176
479	0.02874397089
480	0.0285887773
481	0.02846460924
482	0.02834199232
483	0.02818680648
484	0.02806708286
485	0.02792028547
486	0.02780346276
487	0.0276880917
488	0.02754646204
489	0.0274338699
490	0.02731172767
491	0.02718250707
492	0.02704718209
493	0.02693956135
494	0.02683326845
495	0.02670929514
496	0.02660533465
497	0.02650265541
498	0.02638779026
499	0.0262619872
500	0.02612889293
501	0.02603062951
502	0.02590924906
503	0.02581331232
504	0.02568389179
505	0.02555629965
506	0.02543051005
507	0.02530649748
508	0.02518400801
509	0.0250626174
510	0.02494271853
511	0.02482389226
512	0.02471668966
513	0.02460022839
514	0.02451806542
515	0.0244368152
516	0.02435646856
517	0.02427701643
518	0.02419844979
519	0.02412075975
520	0.02404393744
521	0.02396797413
522	0.02381090168
523	0.02373622451
524	0.02366238341
525	0.02350880932
526	0.02343621632
527	0.02328564947
528	0.0232142814
529	0.02314371394
530	0.02299650201
531	0.02292712394
532	0.02285852554
533	0.02271459447
534	0.02264715125
535	0.02258046741
536	0.02243974538
537	0.02237418378
538	0.02230936189
539	0.02217177923
540	0.02210804782
541	0.02204503704
542	0.0219308097
543	0.02186879361
544	0.02173580682
545	0.02164658362
546	0.02158609885
547	0.02147535818
548	0.02141582459
549	0.0213069732
550	0.02122011416
551	0.02116198459
552	0.02103560104
553	0.02097731361
554	0.02091970534
555	0.0207825536
556	0.02064696235
557	0.02054280113
558	0.0204401858
559	0.0203845371
560	0.02026514249
561	0.02013353578
562	0.0200791969
563	0.01994948416
564	0.01982124738
565	0.01969446993
566	0.01959701944
567	0.01948406649
568	0.01943198373
569	0.01930832143
570	0.01918606726
571	0.01907681266
572	0.01895658093
573	0.01883772016
574	0.01872021498
575	0.0186040502
576	0.01849903899
577	0.01838479547
578	0.01827185708
579	0.01816020923
580	0.0180586689
581	0.01794886594
582	0.01784031965
583	0.01773301602
584	0.01762694118
585	0.01752927775
586	0.01742495549
587	0.01732182986
588	0.01721423394
589	0.01710743567
590	0.01700197247
591	0.01689781876
592	0.01679495752
593	0.01669337197
594	0.01660274711
595	0.01650300461
596	0.01640449624
597	0.01630720609
598	0.01621111847
599	0.0161135569
600	0.01601935865
601	0.01592632222
602	0.01583443273
603	0.01575256357
604	0.01566255843
605	0.01557972043
606	0.01546255244
607	0.01534675044
608	0.01525677291
609	0.01514294552
610	0.01504827947
611	0.01496097526
612	0.01486786541
613	0.01478256324
614	0.01468983484
615	0.01459890623
616	0.01451593709
617	0.01442521135
618	0.01435184294
619	0.01426244017
620	0.01417467213
621	0.01409536796
622	0.01400789078
623	0.0139304137
624	0.01384421435
625	0.01374187475
626	0.01365783527
627	0.01354176505
628	0.01346782478
629	0.01338578702
630	0.01328930495
631	0.01319393674
632	0.01309966853
633	0.01300648663
634	0.01291437757
635	0.01282332807
636	0.01273332501
637	0.01264435547
638	0.01255640671
639	0.01246946616
640	0.01238352144
641	0.01229856032
642	0.01221457076
643	0.01213154088
644	0.01206219907
645	0.01198050779
646	0.01189974784
647	0.0118199079
648	0.01174097679
649	0.01166294349
650	0.01158579713
651	0.01150952699
652	0.01142810259
653	0.01135342353
654	0.01127959106
655	0.01121503125
656	0.01114238152
657	0.01107055364
658	0.01099953778
659	0.01092932424
660	0.01085990345
661	0.01079126598
662	0.01072340252
663	0.01064716052
664	0.01058040414
665	0.01051439962
666	0.010444658
667	0.01037576894
668	0.01030231533
669	0.01023475301
670	0.01016801605
671	0.01010209387
672	0.01003697605
673	0.009972652302
674	0.009909112504
675	0.009846346667
676	0.009775977103
677	0.009706655592
678	0.009638368986
679	0.009571104266
680	0.00951752929
681	0.00945177972
682	0.009392984321
683	0.009341173289
684	0.009289989081
685	0.009226695162
686	0.009176609532
687	0.009127130382
688	0.009074961351
689	0.009023479871
690	0.008952009915
691	0.008898106257
692	0.008848124962
693	0.00877880466
694	0.008729901601
695	0.008678013413
696	0.008610767913
697	0.008563279776
698	0.008512964136
699	0.008466457825
700	0.008401600866
701	0.00835609086
702	0.008307634801
703	0.008244695026
704	0.00820049113
705	0.008145155757
706	0.008090493397
707	0.008047383022
708	0.007993636064
709	0.007933822637
710	0.007889482078
711	0.007838457968
712	0.007795217284
713	0.007743331368
714	0.007700882397
715	0.007649809328
716	0.007602872572
717	0.007552666477
718	0.007506668853
719	0.007457313812
720	0.007419892341
721	0.007371406755
722	0.007334703233
723	0.007287071476
724	0.007251071587
725	0.007207268244
726	0.007160699874
727	0.007114701854
728	0.00707990089
729	0.007037444613
730	0.006992472748
731	0.006940966825
732	0.006907329952
733	0.00686891467
734	0.006832572326
735	0.006789154609
736	0.006749120561
737	0.006706439446
738	0.006667200391
739	0.006625242412
740	0.006594967461
741	0.006553674755
742	0.006512890856
743	0.006483274933
744	0.006443138962
745	0.006414023694
746	0.006367358848
747	0.006338781044
748	0.006299786019
749	0.00627169104
750	0.00622641293
751	0.006192962565
752	0.006160015232
753	0.006127564073
754	0.006096498568
755	0.006059133725
756	0.006022232466
757	0.005995864891
758	0.005959552001
759	0.005933630248
760	0.005897896543
761	0.005872412628
762	0.005830501126
763	0.005805490721
764	0.005770772674
765	0.005746184462
766	0.005712020282
767	0.005671658071
768	0.005647645188
769	0.005618721614
770	0.005590236571
771	0.005562184003
772	0.005534557923
773	0.005498531022
774	0.005471495167
775	0.005445272864
776	0.005418964801
777	0.005393447678
778	0.005358624733
779	0.005333187362
780	0.005308139447
781	0.005283792409
782	0.005259670029
783	0.005229450719
784	0.005199758087
785	0.005176163017
786	0.005147097936
787	0.005118540191
788	0.005097702667
789	0.005077115325
790	0.005049206448
791	0.005028939969
792	0.005001590534
793	0.004981638697
794	0.004961789011
795	0.004935049444
796	0.004908776589
797	0.004878994829
798	0.00485330247
799	0.004824041657
800	0.00479891673
801	0.004770167251
802	0.004745596977
803	0.004717349407
804	0.004693321285
805	0.00466556638
806	0.004642068184
807	0.004619041367
808	0.004590506488
809	0.004562481587
810	0.004534958155
811	0.004517236177
812	0.004490673064
813	0.004464011624
814	0.004440114806
815	0.004418086164
816	0.004392297127
817	0.004366610955
818	0.004341386711
819	0.004316616591
820	0.004292033174
821	0.004267148903
822	0.004243220288
823	0.004218745301
824	0.004197819772
825	0.004177082689
826	0.004153833975
827	0.004129995686
828	0.004109650938
829	0.00408948953
830	0.004066633911
831	0.004043425242
832	0.004020525912
833	0.004000896326
834	0.00398144382
835	0.003962166958
836	0.003939693528
837	0.003917632884
838	0.003898759076
839	0.003880056238
840	0.003858408635
841	0.003836552465
842	0.003818153493
843	0.003799920955
844	0.003780384155
845	0.00376240367
846	0.003741349396
847	0.00372021554
848	0.003702564317
849	0.003685073004
850	0.003664770906
851	0.003644171133
852	0.003626959089
853	0.003606868992
854	0.003587240041
855	0.003567224645
856	0.003550390983
857	0.003531309024
858	0.00351437998
859	0.003497807809
860	0.003479235253
861	0.003460036417
862	0.003441066025
863	0.003422720735
864	0.003404034037
865	0.003385600668
866	0.003369568753
867	0.00335368069
868	0.00333793534
869	0.003319884718
870	0.003304323846
871	0.003286415106
872	0.003271090864
873	0.003253471991
874	0.003238326409
875	0.003220951738
876	0.00320411437
877	0.003187150489
878	0.003170654618
879	0.003154450649
880	0.003139552818
881	0.003123342481
882	0.00310685449
883	0.003093747958
884	0.003077481991
885	0.003063200059
886	0.003049046716
887	0.003033662474
888	0.003017462076
889	0.003003518791
890	0.002988580535
891	0.002972703581
892	0.002959019863
893	0.002946701793
894	0.002931268132
895	0.002917841235
896	0.002901727771
897	0.002886444993
898	0.00287320049
899	0.002860074936
900	0.00284506424
901	0.002831012546
902	0.002819271962
903	0.002804601641
904	0.002791845116
905	0.002779203299
906	0.002765377262
907	0.002750917914
908	0.002738458957
909	0.002723516105
910	0.002709428452
911	0.002698308597
912	0.002684519908
913	0.002672352481
914	0.002660294176
915	0.002649464838
916	0.002635960325
917	0.002624088784
918	0.002610595885
919	0.002598856529
920	0.002586173387
921	0.00257571142
922	0.002562437154
923	0.002550998435
924	0.002537148814
925	0.002521333646
926	0.002505702551
927	0.002490253692
928	0.00247498525
929	0.002459895422
930	0.002444982419
931	0.002430244469
932	0.002421921018
933	0.002413679204
934	0.002399191561
935	0.002391068561
936	0.002383025289
937	0.002375061018
938	0.002360855728
939	0.002353006226
940	0.002343523942
941	0.002329573201
942	0.002315787616
943	0.00230812185
944	0.002300531386
945	0.002286978365
946	0.00227949654
947	0.002270403086
948	0.002257092748
949	0.002243940962
950	0.002236631963
951	0.002226745553
952	0.00221386074
953	0.002206226474
954	0.002198672274
955	0.002189919544
956	0.002181293746
957	0.00217041209
958	0.002161926157
959	0.002153562913
960	0.002141173327
961	0.002128932403
962	0.002116838618
963	0.002104890464
964	0.002093086444
965	0.002085927783
966	0.002078843901
967	0.002071834027
968	0.002062608284
969	0.00205179863
970	0.002043876155
971	0.002033219699
972	0.002024408266
973	0.002016633763
974	0.002007673824
975	0.001998818516
976	0.001988480644
977	0.001980915081
978	0.001972175591
979	0.001962036736
980	0.001953453026
981	0.001944594986
982	0.001936067847
983	0.001926180551
984	0.001916401656
985	0.001907786578
986	0.001896545876
987	0.001887018445
988	0.00187764636
989	0.001869434311
990	0.001862480593
991	0.001854353928
992	0.001845226844
993	0.001838450096
994	0.001828294278
995	0.001820333632
996	0.001811146628
997	0.001801202598
998	0.001793387479
999	0.001782834674
